AUTHOR	UUIDS	PMIDS	PI	NUMPAPERS
Wagner U	032dfff9-3c1b-3312-990c-989ecec925f8	21427167	0	1
Wahlund LO	06186ac7-3d18-3c25-98df-d3f3e30a9056	17719211,16108019,16564707	1	3
Wai Y	c83d5474-bd7f-3f05-9f95-bfef275f6bd5	18691632	0	1
Wai YY	c3cb94a8-801d-3f7d-8a68-405d70de7b00	23154094	0	1
Waiter G	9da4af3b-6148-3289-92be-a9c48ef59e83	18579575,22916139,21482548,20674554,18537114,23146249	0	6
Waiter GD	179b8bba-9b26-3fc9-b147-a7369fd601d3	16140346,21586332,15193590,18395472,15734350,18985132	0	6
Waites A	ebfb4c15-f09d-383e-814e-da9fe6a9b3a1	14755593	0	1
Waites AB	52c73a52-3066-38c0-b156-5f1b73fe0d1e	14980573	0	1
Wakabayashi A	25372dc2-144f-3fbf-8b76-784383cd3322	22369996	0	1
Wakakura M	f02d8b73-d056-31b8-a509-4b520f9963c5	21310245	0	1
Wakusawa K	c1e91dab-50b5-3912-b956-54e163803a66	20025982,17689103,20026225,21567659,19107751,19539770	0	6
Walaszek B	a4fe4869-5707-3ca1-9b44-61b7ada704ca	22076840	0	1
Walch T	99336b12-8dab-3743-a47d-4ef8d534d47d	19013058	0	1
Walder K	b62dc6ff-2709-35ed-8642-c3db3d06ba10	23994213	0	1
Waldie B	2f1f82eb-4e90-3043-99ca-65186fecf249	19179050	0	1
Waldie KE	7323f0a1-8aea-34d1-a42b-2c43d754f7ad	22245007	1	1
Waldman A	f9e3f588-d1c5-3adc-9bfe-361fa61ec2f6	21145902	0	1
Waldman AD	9cf3e32a-f4a8-313d-b6b5-7d4387ef67cf	19811532	0	1
Waldman S	28bd50c8-5f30-3a67-b8d0-81e8fae9f8ff	21198976	0	1
Waldmann MR	c8429a9a-02b1-3cdb-9b5a-d38115cc56ca	16176366	0	1
Waldorp L	dd2e7b47-dcde-3945-8d71-ef74db63e509	21543619	0	1
Waldorp LJ	610cff8d-f573-3b68-9f68-79e99efaf891	22875921	0	1
Waldron EJ	d0e7302f-4ac4-3f95-b591-6f9866de070c	23454071	0	1
Waldschmidt JG	a67e6cd9-fe32-360b-a33b-e6dcfb8c7ac0	21316475	0	1
Waldvogel D	7c48ff6c-3abd-3870-a00a-5bde29ae8b80	16154363	0	1
Walhovd KB	4107ca8d-8f46-36ac-be5e-9095321fce35	20525771,20434470	0	2
Wali E	da3370cc-e88c-3473-b0bb-5fcad1e178e0	21820518	0	1
Walitza S	256e0997-e2e3-32b3-9ca9-a3717afffc7d	23973408	0	1
Walker A	8d0f14c3-9426-3b90-8105-4afafa33b7f2	22701630	0	1
Walker C	072acc2a-009f-3014-95f5-37df817d6768	19423079,20435051	0	2
Walker J	26ec1bbb-02ce-3f93-b8e7-fe191e4bcf4e	15050863	0	1
Walker JA	5bda60ac-4846-33c5-96ea-ef6f0270a4e9	19523932	0	1
Walker MC	3bd0ac83-fc0d-33a8-a3f9-0026a019167b	20570736	0	1
Walker MP	ef74de5f-7a30-35c5-92df-34e19a0dcdde	23804084,21430147,20974158	1	3
Walker NA	a42dbd44-7f45-3a74-9f57-ffa17e0e69ac	21305666,19465134	0	2
Walker ND	815112bc-5a8b-3aad-a828-f78f46534b93	21903460	0	1
Walker RW	1c2c868c-dfeb-3dc0-8602-d1be0a15bc5e	18489966	0	1
Walker Z	67ac0047-c132-3ae0-98df-bdf81745940b	15705612,18489966	1	2
Wall MB	bcc45848-f431-3d3f-b378-e37b0eec86e9	17331220,22429244,16934301	0	3
Wall R	0620d8c0-2dc3-3c5c-b4e2-7beed7436786	24120430	0	1
Wallace GL	2077d10e-bd71-391c-8132-2a901248fa69	22791801,23715094	0	2
Wallace MT	4480f05e-b9ee-38e2-8767-20434612badf	22553032,12874776	1	2
Wallenhorst T	ff52fb2c-fdc2-3775-bffc-c3959b4a7b5b	19368816	0	1
Wallentin M	fd781467-42cb-342f-b2e1-96ae1657ba20	17915262,16828565,20727906,21385619,18771801,21749924,21397659,16516496	1	8
Waller C	12c51c35-181c-3dff-9634-bb32dbc27912	23959200	0	1
Waller S	9f443cdc-d9ea-3549-8d1d-aea075cd2aa0	15006659	0	1
Wallin BG	d44a486c-840b-3d0b-970a-5be2718fa75d	19211888	0	1
Wallin D	44747000-2af0-3623-9339-0dea654aa6a7	18567621,22119647,23341872	0	3
Walling BR	66e7ee18-8dbc-3ed1-8843-118a4e60ee09	15219600	0	1
Wallis J	3e5b0b9b-c00d-3306-adca-fb228424bbdd	23536092	0	1
Walser G	d9fa0b86-7802-38c6-a597-d2e8da8ddc50	18599025	0	1
Walsh J	0a6d7ed2-ca4b-3a37-8e09-f056cc92e1b3	24120430	0	1
Walsh ND	f652e3cf-0665-3594-99ed-9accd3f9cd7e	23034517,18550030,17601497,19429861	0	4
Walsh RR	f59d5677-7c4d-3f30-aa41-aec707e8ca40	18718872	0	1
Walsh V	4c1a5312-563e-3455-839a-34d66d8dbc37	20089812,20335470,23325227,22683384	0	4
Walshe M	9cde4275-f566-3097-960b-3709861b61fe	22532832,18056158,22022357,18412112,19376244,19376243,18571627,22438288,20853378,19479729	0	10
Walter B	e74f7165-8719-32c7-b994-c12dc13a027f	17574869,15935263,16038771,19948224,15935262,16239068,22258800,15955476,23155368,16046064,22418015,20673801,19398537,21195103,17306437,21676378,16620884	0	17
Walter C	7c54999e-aa5e-36c4-8797-8cec81ca6651	22496865,21681856,21768205	0	3
Walter E	cfb584d1-c4a3-3ce6-a412-43a590219fa5	21799729,22302817,18634890	0	3
Walter H	214334e9-a776-3c38-9b16-3fb389fcaba0	19246474,17363277,15955493,20630713,16930447,21949675,22421385,16139997,20728556,21459835,19368816,19287044,23175836,19969089,23620602,18635342,22042493,20946959,21106812,17182225,20194515,16487726,19945471	1	23
Walter M	e0effb76-af21-3004-853c-cda1caf41775	19632301,24039715,23246859,20702070,18329905	1	5
Walter U	7dfc10c4-e37f-3448-85a1-da144aebfc6d	16760196	0	1
Walters JR	0d9e53df-2af4-3d8f-930f-80ae8f585f7a	18400794	0	1
Walther K	f971fbb2-3ba7-3f41-8509-e953ad995a71	19386384,19998366	0	2
Walther S	e9902b83-8cec-3b46-a33a-c1cb055cf5fa	21967727,19932154,21511443,20418073,19770056,18514745	0	6
Wan CY	fa0e077c-0d26-350b-a56d-6f2fad3b3dc3	22591801	0	1
Wan JQ	9fab53f2-403d-3975-bb0d-505b67b7bd8e	23056477	0	1
Wandell BA	c23ec6c0-2d6f-3251-a4ae-f057796cd9af	15800201,16956978	1	2
Wang AT	d72162fa-9a0d-3e48-8859-77c1340aa915	16481375,20303070	0	2
Wang B	c004e57b-48b4-3c06-af47-0c50523a8cc9	17081770,22143093	0	2
Wang C	7b9fa397-320f-3f37-8526-2d8bfdf11efc	24009354,20197287,18691632,22355182	0	4
Wang CX	8f0ce625-7c37-3512-bc9e-1be98c01006b	19703568,21298074	0	2
Wang CY	85188216-e1a8-3954-836f-ba0aba88b134	23017873,23133615,24121137	1	3
Wang D	7f13c2b2-5330-3b40-82de-bdc6ed00d320	22802957,23140909,22574175,22301351	1	4
Wang DJ	1abfd322-7476-3312-ba74-cf710c675eb7	21764567,21145215	0	2
Wang DY	e275757c-cbf6-3ec1-bba5-96d78c41b598	23251595	0	1
Wang F	62109e5a-6af4-3e20-a519-2b3da239bbc8	22036680,23185566,19368857,18707678,21666263	0	5
Wang G	9a9de32f-08bc-3e78-90a5-f16091a7eefc	23555920,19620181,21750692,21677775,21983057	0	5
Wang GJ	e6ec68f8-3a93-3009-b283-13ae002cbed1	19349237,20634975,21029780,20156571,23645721,18483003	0	6
Wang H	f09ae4bb-18aa-356f-b181-1d82f529216d	20300040,21498053,23840533,23155380,17689104,17460071,23895765,22100770,23673251,21798310,22378896	0	11
Wang HL	2f4b68e6-2783-3951-a5e1-eb1a0e6a1ebe	23125131,23483911	0	2
Wang J	5fe71872-703f-3878-8f1e-13777e040438	17873968,18835075,16084114,20108224,21364890,16423439,20709038,19858108,22846658,24140937,17481593,23028606,21170956,22558258,17034034,21798310,23874543,21420500,18691632,23360727,19925871,16427324,23911835,21203575,19595774	1	25
Wang JJ	5124416a-aef4-3470-a846-4da99a1a9b55	22245646	0	1
Wang JM	af86442e-0759-3942-9c93-a23083a6d18c	22343029	0	1
Wang K	21d1793d-5e97-3e3a-8373-2bf39ca1e7f3	17628434,19185567,17602140,23920149,20085788,17133390,17499519,17525980,17266102,17331476	0	10
Wang L	9b3bc9fc-d388-3be7-87f6-3472dc48a1c0	21907292,21152391,23555920,22498657,22174900,18455373,22590522,17254803,23831354,18649351,23154092,22763170,17133390,20881136,20572208,23825408,22717383,21108990,20740649,17709202,22431281,19463891,23895765,17765933,22276215,19628700,21420500,23555736,16473024,19481156	1	30
Wang LE	1ff777f6-79d1-3046-b41f-6f979d48378b	21520346,19687293	0	2
Wang LL	63d96925-0e7a-34bc-8300-de491fd8aeca	22361169	0	1
Wang LQ	2c376e0c-776b-336e-a74f-a82320b4a4d7	15921932	0	1
Wang M	5d975756-48af-3098-b4f4-93be61278044	23448870	0	1
Wang P	67859f54-9e2d-3172-8b91-a2ca57ce2bdf	21907292,18571795	0	2
Wang PN	97188bf0-a402-3816-aa52-dc6749fa61d8	19013775	0	1
Wang PW	677e7ea0-78fc-3261-a2fb-835cf8c48934	20682349,19351579	0	2
Wang Q	f7ae5ffa-b36d-34df-a5ac-beab81698125	20532166,23555670,23562770,23673251,22820298,22079662,21737435	1	7
Wang R	8fe1ffe5-981c-3eaa-a40a-59d9286d0943	19420266,21029780,20156571,23645721	0	4
Wang RL	2032c66d-b5fa-3fde-8f91-55b5a450b87f	19349237,18483003	0	2
Wang S	cef718b5-a20d-3f9e-862c-e246b71d0611	22387168,20236805,22987723,18255103,23800705,23951069,22206905,23884955,22284615,23507386	1	10
Wang SH	323f033f-d4f0-335a-8876-c8dd55eed50f	24121137	0	1
Wang SJ	7d4863a6-1bfe-3b88-bd85-257f4eb82c18	18786570	0	1
Wang TH	42d9cb58-bd6e-3e97-88e5-c066ab15d2e4	19428399,23904464,21282317	0	3
Wang W	387ce4d3-dd86-3070-adb0-48fac3fd7b89	15876491,22177602,22028765,22928000,22698991,23895765,22759909,23483978,15970381,21215442,21878364	1	11
Wang WC	2a46e8be-90f5-3682-9120-cfdee19a046a	21334445	0	1
Wang X	6f37589c-1f56-39cb-9205-b6748e2d6d9e	22248577,23518009,21035788,15036060,22177602,21047498,19781579,15846769,21741081,19166946,22313617,18384958,20063360,23140909,21600637,21216293,18694836,22079323,24119547,22558258,23028644,23327932,21130888,22698584,23262075,22069452,23869236,16280463,21983057,21878364	1	30
Wang XT	7628ab1a-0b3b-3ba2-a674-b288916fe2c7	20600178	0	1
Wang Y	54dd1d21-e9b0-3e06-9529-59c3bbce1f40	22365747,22871393,21849560,24080400,20493670,18571795,18571795,22216234,19699190,22028765,21935394,16510242,21138758,22178142,22424873,23145011,21391261,22954751,17324590,21444068,23895765,21228301,23460913,21170956,15866546,22759909,18534567,23483978,22305143,22079662,22206876,21236649,21376543	1	33
Wang YJ	0e2161d0-2337-3760-9616-54a54f1bc846	23017873,23133615	0	2
Wang YL	327984be-a293-3da5-84ca-eba237c80834	22386968,22496768	0	2
Wang YR	2b9449a1-fd87-3f73-88e2-2937f85683da	22928000	0	1
Wang Z	85b28df9-6e5c-325f-baa1-f1c404fa4988	20533558,22916152,21077137,22174905,21146615,23750275,18499348,18255103,21971308,20570684,20483375,15202106,23056477,21811568,18344175,20006713,22079323,21167825,19443157,18281155,20132802,20132802,23489416,22569542,22021653,23142069,18201906	0	27
Wang ZX	b954b7f3-d481-3630-aefe-0008f575a143	19683582	0	1
Wanigasekera V	26d3b17e-83e7-312c-9e67-0d5907a8b841	23273106	0	1
Warbrick T	16dc4f9d-06ea-3e0b-a055-3a93d9c606bf	20162596,19833154,19166948,23219044,23137805,20139014,18848631,19505583,23537937	0	9
Warburton EA	793efc6f-1602-337b-b549-08705600f196	11133789,20004249	1	2
Ward AM	be08f49e-ecf1-3e68-aae8-d0c6c5b967ee	23404748	0	1
Ward BD	0800203c-300a-31b8-9f7c-b5fc4807f97c	23416253,21932265,22245641	0	3
Ward J	23bc0770-7d53-31d8-857e-9260c02d35bf	21677769,15817510	1	2
Ward M	0b12795f-f51e-38db-8044-a79825f9de06	21172320,20206151	0	2
Ward N	109cb239-379e-368c-bc08-32c7719660f7	19703570	0	1
Ward NS	17b38957-d778-30b7-9241-fb9b2d9eebec	21586596,22119651,16702192,20826657,16421171,17965128,17566608,17432972,18329904,20610756	1	10
Ward PB	1aecee1f-f126-30cd-bb72-a9d187f372d2	24142148,15955504,23485851,23382821	0	4
Ward R	864974c5-cda8-394e-9d46-f940eefe28fc	23638017	0	1
Wardak C	9701722c-d756-360c-9ac4-60f888b1343e	21900574,16343560	0	2
Wardecker BM	12a28948-7e1e-3e77-a63f-04490399c838	21591026	0	1
Wardlaw JM	212a9b5f-c21a-3d15-b761-3590790a4e0d	15275904	1	1
Wardle MC	64285296-a6ab-3f43-81d7-e3de49c4f87d	23922638	0	1
Ware MA	d2b6b70f-b229-3fe2-91dd-ce60233dc422	21593339	0	1
Warfield SK	86c6fc82-088a-3f40-8e49-a0e27461d2f8	18848896	0	1
Warnaby C	7db89263-ed65-3ca6-bd56-20c6e18ea0ce	23318125,21524851	0	2
Warnecke T	5feab065-8831-3ba9-a317-b5c1e763a17b	19716631	0	1
Warner BT	9a16024b-f05b-3b90-84fe-acfccca37d60	16504951	0	1
Warren J	26278a05-a4ea-31f0-a659-ec6007f3a0c3	16421329	0	1
Warren JD	937e3e5f-b1f8-3bf0-8dbd-ce8a1846d862	21908871,17240166,23107380,18231575,21385617,24051357,16540351,21047627,22405732	1	9
Warren JE	58b128b4-4023-3ed9-b17c-f5297e24efbb	17240166,23585519	0	2
Warren SL	764034a8-f734-3a42-aa1f-2255614d8ba6	22210673	0	1
Warrier C	f196b211-6969-3911-ba5d-2b9f02b502c0	19129385	0	1
Warrington EK	5533f44c-d026-3c11-a7f8-ebaabef42f20	19781814,21310781	0	2
Warrot D	50ca689b-44cd-3e19-bc89-fc2cd3b25599	23365257	0	1
Warsofsky IS	d9f5fd00-1dbb-3544-bd58-e4bf5e76e91b	14704214	0	1
Wartenburger I	ea540af0-9a55-3c4b-b243-d00154638cd7	16973382,19015093,19539767,16142781,15083528,18632198	0	6
Wasan AD	cc0320d9-16d6-37ea-b450-157b62ccbd17	23718988	0	1
Wascher E	1d343fea-79ce-3a94-9d16-6cebd56f40ec	22916169	0	1
Waskiewicz N	98ef85a0-facc-30a0-b55d-fba0e517101d	24107949,23721722	0	2
Wasling HB	7a828715-578b-369e-926a-686bd385a48c	21741443,20708069	1	2
Wassermann EM	e1f71a26-4782-3ac2-a5b6-63ae00bccf30	21094258,23404730	1	2
Wassimi S	e95b826e-83c6-305d-922f-48f5a6c62103	16361059	0	1
Wassink TH	210c35c7-6366-3d89-aaf8-bf750ef46955	22440650	0	1
Waszak F	de014f44-62f9-3e1f-8dc2-edb8db8e3cf9	17681798,22902649	0	2
Watanabe E	8190425f-3c30-3096-b7eb-dbce12fc27fd	22429907	1	1
Watanabe H	bfdfe9da-d490-3801-9274-f09cec274491	22912831,22465842,22713670	0	3
Watanabe J	adaaa6a0-51c3-3f01-bc3e-b7faf3f38783	15588605,14980557,17030047,15449357,15907300,15050556,16298427,16478667	0	8
Watanabe K	4b52f14e-daa8-3e30-9f1b-e2e9b751a8f4	16581168	0	1
Watanabe M	a4c03ec9-45d2-30c6-a8cd-9b66d77fbe50	19696032	0	1
Watanabe N	c1102c56-122e-3fc8-ac93-5c8848c438ac	16243494,23467364,21738777	0	3
Watanabe R	c2922b8e-1f70-336b-8062-8788188514c0	21871533	0	1
Watanabe S	f1208a86-3e71-3660-b23d-1cafbfcb1477	21871533,19426812	0	2
Watanabe T	18b12b72-91f4-3843-af17-8de591d6bab4	22745505,22941719,19909817,23552078,22787051,16904912,21035553,18434201,17905600,22745788	0	10
Watanabe Y	cde84f58-0589-3926-b8ad-36b1ec586bb4	18550387,22571931,15050556,16298427	1	4
Waters D	5dd27456-d329-39fe-b27d-21c82046fc7a	18282770,17363278,18249420,19467990,20042233	0	5
Waters G	28ee14a7-2644-3bfe-a43c-2c74ac94086c	18387556	1	1
Waters-Metenier S	36e30a1d-e1da-382c-b54d-e3a27825d22f	19641018	0	1
Waterson LD	34aec1eb-1573-31b6-a372-bcff131fb5b4	18061152	0	1
Watkins K	7e0882cf-30b1-3e9f-9771-a80a8f8901e9	17698497,19892766	1	2
Watkins KE	dc2a1ec9-3a93-3c84-85e3-c5b19949fe4d	17928317,11532891,17919933,19679191,17415777,17948887,16280465,21871571,12599277,22427328	1	10
Watkins S	c9786d21-12d2-3014-9526-05b2b70c93ae	16990437,16556505	0	2
Watkins TJ	158a4566-bbf2-3495-aefd-7fcbc08a7fc4	24035535	0	1
Watson A	65dbc010-e979-30ed-ace4-a87946656aef	19523766	0	1
Watson C	c230a21b-8ac5-37ed-b587-a278a7cead1f	19349151	0	1
Watson CE	6054e848-31c2-333b-91a9-e961e8b2d130	21982934,22155328	0	2
Watson CL	f7da124d-ff91-301f-a5f3-7646353dcc57	17437282	0	1
Watson D	9b8d3f48-4ccf-3c57-8482-8d5220489c70	21799213	0	1
Watson DR	d4425c94-b41c-34fb-8a2c-3282b8e4a57a	19028382,22216234,21935394,19765560,19596405	0	5
Watson JM	b56efe5a-2a10-3b6d-a717-9f01f3eba3ab	18980948	0	1
Watson KK	557b2f42-ec6f-3ecb-b01d-913f91dcfdd4	16002323,16514105	0	2
Watson R	7d919889-c2bb-3b29-8ba5-c2997478d820	23988132	0	1
Watson TD	0a175314-fb32-3ee8-a94f-3efba6fea809	23131612,12112769	0	2
Wattam-Bell J	f9e06ccd-d2e3-39c0-b0b2-134425e6a7bd	21310781	0	1
Wattendorf E	14a435c3-a667-3a16-ae88-62d9dd8a7c8c	22508768	0	1
Watts GR	f7971ecd-12ec-3ca6-8d15-d47ec75d334a	20600971	0	1
Watts R	a61ece7a-6eb3-32a6-abd9-e269977adb19	23008180,16033925,23123788,19782667	1	4
Waugh CE	155f8808-3fdb-3a8c-9542-874ed8996a6d	19015078,19833213,19015083,19465137	0	4
Waxman J	7da31091-a5eb-3bdd-8b9d-ebb3c11973e0	17133387	0	1
Way BM	951f7dc9-aeea-31c5-9ad9-1e17320bff2d	22289808,17137563	0	2
Waytz A	96bfcf25-5f03-3d8c-9763-b42daa848d2c	22649243	0	1
Weatheritt RJ	2834213d-49f5-39fa-9de3-9ebcf2ad6f7d	18649349	0	1
Weathers J	67a1c674-dc75-3fcc-a188-0eb474b58c15	23958598	0	1
Weaver K	9c6aaf70-af20-3498-bd04-4e2b86c652a1	20655320,17913907	1	2
Weaver KE	4dad059e-4df7-397e-a406-168e6467f6bf	20884358	1	1
Webb A	742e9372-4e39-36e6-b4a3-19a44c99c6cc	14755597	0	1
Webb JM	6b7fd7ba-345d-3d53-bb33-465318abc26c	16407533,17157035,17990299	0	3
Webb M	60a76fe1-44e7-324d-9bd4-4aee5929c477	18562019	0	1
Weber B	f38ce918-ce55-3179-8871-3791e4ab2e6e	17208462,23175822,15294149,22947540,20162599,22088776,17350289,16861011,23670989,15275907,17997112,20083206,21106812	1	13
Weber BJ	1322754b-eb6b-365b-98b1-e57016b39f0e	18710652	0	1
Weber EU	c277fe10-e19f-30c4-a86a-315394216e0b	20348919	1	1
Weber J	ffc5a29f-0e36-3a93-a363-5437f902fdfc	18022606,18064585,21734108,12353244,19058792,23765157,22446299,23202664,17046287,17315224,19429079,19641623,22228751	1	13
Weber K	3695687a-5f9e-39e7-b7e5-050ed9f5607c	23645715,21934094,19328233	0	3
Weber M	d4b06e80-516d-3d06-96e7-414e3d90b02d	22542893,19162048	1	2
Weber P	0fbc7b42-2e74-307d-81e4-83d9d965c515	20702071	0	1
Weber R	37875c58-d7a9-350e-9f50-12037175bb75	21596764,16628606	1	2
Weber T	3d824e6c-96b3-34e1-a171-087f1ce34505	18662867	0	1
Weber-Fahr W	65d3b7ce-fc36-3220-8879-d48eedbe4823	18440493,16725214,18023505	0	3
Webster J	9813f9ed-6c51-30b3-8280-ecef798a4999	22398396	0	1
Webster P	360c9830-b11c-3e67-9f7e-65b6aab61b0d	18793730	0	1
Wedig M	a06214a2-aea9-340b-a749-847be2cf07e7	16300966	0	1
Wedig MM	f145fb1b-d9aa-33a1-82c6-dacdab5afd07	16497278,16399218,17321724	0	3
Wee M	173043f6-c7a0-38e0-890a-c41ddafbfdc9	22406281	0	1
Weekes B	beeb0883-f6a7-3312-ba74-2275216086b2	18602483	0	1
Weems CF	0bd343c5-3b0a-3bbe-9ad8-f3be9e5a4d81	19349151	0	1
Ween J	eb4f0864-2099-34a3-9bf9-3c0f894b38cf	20371815	0	1
Wegbreit E	178e033a-9032-39f7-a0d2-dede8eeb6ef1	22004983	0	1
Wegener HP	32939eb5-c152-3505-b07f-92fd2c99fe36	20205248,21259388	0	2
Wegner C	a0b8f285-6586-39df-836b-04f0dcb41b9d	19135155,21375601	0	2
Wegner DM	e579fe73-8b2d-3420-8335-bd848f38594d	20150343	0	1
Wehrle R	e3bf3dea-69a1-3609-8535-eb6b1cb555db	21330468,21753010,19462002,19707599,17328781,16339798	0	6
Wehrum S	c9bbf462-e85e-3d43-82bd-b56d0f6298f7	21676378,22505321	0	2
Wei C	340fae9c-8834-3797-a094-698c1aeef8ac	23122880	0	1
Wei D	f818526f-85e2-3a0f-9318-7bc11d383e33	23946002,24124475,23920149,23372641	0	4
Wei DT	45f927a7-e902-3fc9-923f-54d9bbb03fde	20837067	0	1
Wei G	bfee4213-8128-3731-a8ec-eef6d8331b1a	19686705	0	1
Wei GX	7d56a30d-1e49-3ab8-b613-0a2966138f6b	23585869	0	1
Wei L	197dbb54-0634-3d2b-baff-a4fdd914a0e7	22987723,21937025,22270350	0	3
Wei N	6a4a6c06-6896-3b89-8cbf-c89b93ed7726	21146615,23555670	0	2
Wei P	89555c82-55ca-31de-a465-838b45e4c0aa	19166947,21539923,22305143	0	3
Wei Q	77cd6370-99a2-3b7d-a3ef-41b6738b753f	19715732,23360727	0	2
Wei R	bc4fcee5-d950-3b43-ae32-c5a5504488c1	20399275,19629183	0	2
Wei T	93a0082d-4cef-3dd9-bd80-0cb4547bd78c	22238084	0	1
Wei TC	432d8046-e731-34df-9b0c-d11e381351a6	16860474	0	1
Wei W	d17ed987-28e1-3326-9982-742cda8537f9	22398297,23691237,23019128	1	3
Wei Y	d8b4b175-1be4-350c-89b7-351a43c27b75	22019879	0	1
Wei Z	fc4c54f3-4ef5-3168-8ea5-a2297569a289	23894454	0	1
Weibull A	dec32823-d8f3-30a5-8695-9855f83ada14	22537316,19250441	0	2
Weickert TW	421db7d6-86bf-30d0-af6e-654c91abf7c1	16339029	0	1
Weidemann J	c7f0dc7b-22ac-3e57-8e15-1db6fcdf7869	15787715	0	1
Weidner R	ad6b7fe5-fbf1-3668-94ff-7653010c6423	16263311,18689860,21932261,22438215,23015426,11839605	0	6
Weier K	59e00435-55c8-3b52-881e-ebb04d80677f	21077147	0	1
Weigand A	57f31e98-baa9-30c8-a1ee-4a05898c7c8d	22521253	0	1
Weigand SD	f70819ea-841c-3891-87ba-de4a235b602b	16797786	0	1
Weigand T	8f42ad1c-a5b8-3fd2-a02a-b80ce18c6377	17587497,18819988	0	2
Weigelt A	e3d3fa94-f0a3-395e-9bf9-63930866c849	20382476	0	1
Weigelt S	c4c49376-af41-30a8-9d44-d675e9cec038	17409251,19646536,22875866,23716712,20203196	0	5
Weijzen P	04aea7a6-56b3-3f17-b1e8-8d388cf8c39d	20804848	0	1
Weike AI	c96bc5e1-d31c-3d09-895d-8daa550fe869	21130141	0	1
Weil RS	9e5b8d2e-a0d3-3d47-b8ba-5b5689516baf	20660419	0	1
Weiland BJ	afee4599-84ac-3b36-8720-09f74ef64871	22396427	0	1
Weiler JA	898c73ca-570f-31bc-9202-5b413a15e0e6	20399235	0	1
Weiller C	3ad520d2-54e7-3714-8f54-25ec257bf413	12631568,12023321,20522540,23637175,14607785,16638796,17056278,16364549,19647038,16087350,23383194,22445816,19913624,15325369,19369489,23591131,16516499	1	17
Weinberger DR	8f8880a9-860c-3e67-943f-5cd96a199280	17284202,15936178,18374902,15953488,15260961,17097276,17133396,17292590,17689500,15271588,19633177,19428222,22659476,17301167,10022492,16339029,17475514,19709644,19046394,21596142	1	20
Weindruch RH	19a7204a-66b3-3875-8178-384b78fd28f0	20298794,20534842,23082321,20541839	0	4
Weiner KS	91eb9c42-584c-3426-987a-f698af7423d6	23019246	0	1
Weiner M	c2a22c23-cae5-3dfb-ae91-dd9ea67ae479	16154603,16904823	1	2
Weiner MW	64e229b3-1ffb-3403-b11a-98ecea8eade0	19747928,20570401,20483375,19349228,19540253,17008334,16195246,17350290,20202480	1	9
Weinreich I	6a8f79b8-aca5-3bcd-8172-9d2d6edf89fa	18403397	0	1
Weinshall D	e4b882cd-3a7f-30d8-85be-6144b76289ee	20363336	0	1
Weinstein S	2691cf0d-7d9c-36c1-bd7b-f41aac48727c	20572208,19059978,16806838	0	3
Weintraub D	145f4081-70e6-37f6-ba84-9aea159c67a2	22275317	0	1
Weintraub S	b8bb380b-4b20-36a1-9921-52d7945a1171	17287508	0	1
Weintrob DL	6423e182-7d01-39a3-ae22-4f77c55cc85c	17439989	0	1
Weis S	dbb50433-527c-3db9-a33b-0ed2c61a35de	22242196,19524049,16861011,23226488,21803339,15894493,19376237,18514168,18356025,19350562	1	10
Weis T	8afd180c-0e3c-3dc7-b64e-fd033f3f4d8e	23285070,23904492	0	2
Weisberg J	104115fd-6be8-3553-839e-62d8c26044b3	22210355	0	1
Weisbrod M	99643494-c319-3618-924d-794e86f5ef64	19932154,19770056,18514745	0	3
Weise CM	98074346-78fa-3ca7-aeca-52e28a0b50c3	22974975,22206963	0	2
Weisenbach SL	3e40cd87-1b31-3074-aec4-1d5139f0c625	23196633	0	1
Weisend MP	440fb33a-6f3f-3973-b68f-45405993c57a	21094258	0	1
Weiskopf N	f388b902-40d5-3a6e-8f86-24f922c8bc55	21586596,17336094,17079679,15978025,21277375,20826657,19015115,19682587,17965128,17133391,19675249,17339967,19344771,18661503,21697388	1	15
Weiss AP	b22a16c2-075d-3e34-b2ae-995a6f0dfa1e	15038994,16377154,16055310,15860342,17020747,12183389	0	6
Weiss E	238d23d6-5f57-3c6f-b3ee-98d27fabdac2	19013058,18761138	0	2
Weiss EM	8858521f-655e-32b7-b4b8-f91469c16515	17188464,23074077,16530393	0	3
Weiss M	9ae31f43-4636-33b0-8314-641b7e38425d	16854945	0	1
Weiss MM	4ffc965f-7363-3d2c-a3fb-112cf8d7b0a0	23442226,20610756	0	2
Weiss PH	ad295b80-3db6-3a4e-9890-07c5f64397ca	17499160,17644222,15109996,16111898,23015426,15050550,11099454,18328510,16281284,22649240,16639741,19084220,15704151,22749971	1	14
Weiss T	a44d571d-9ac3-32ba-9a1a-8a5e7c8d82e1	21377797,17070072,18219622,19846255,18499480	1	5
Weissenbacher A	73ed0e1b-54dd-378a-857d-313ab631380a	21356318	0	1
Weissman DH	d7f579b4-6511-329e-a7af-05e2bd671218	20728549,20736069,23613739,21835249,22445785,17204249,18495886,17916338,19457372	1	9
Weissman M	1cc95a11-02e6-3f8f-a165-aae1e0e315aa	23236384	0	1
Weissman MM	e68253c3-90d5-3173-b868-1365f3d044a3	22748614	0	1
Weissman-Fogel I	0a7cddff-c94b-3363-ba7a-29ee02b5bbe9	22647428,21156210,21167644	0	3
Weizman A	59f3a4e9-ada9-32a0-a6af-17ab81a39cec	20620879	0	1
Welander-Vatn A	567925f7-10e3-36e9-b5fe-daf1b5843943	23778236	0	1
