First_Name.Middle_Name	Family_Name	Pubmed_Name	Category	Primary.Affiliation	Secondary.Affiliations	Researcher.ID.URL	RID	uuids
Andrew A	Nierenberg	Nierenberg AA	Psychiatry/Psychology	Massachusetts General Hospital, USA	Harvard University, USA			1ef92e88-3e84-4eb2-92cf-aafc92eafad4
Willem A	Nolen	Nolen WA	Psychiatry/Psychology	University of Groningen, Netherlands				8e9479cb-0a56-4911-89ab-50546107b51b
Brian A	Nosek	Nosek BA	Psychiatry/Psychology	University of Virginia, USA				ef271d18-b1fe-41f6-95da-69f55a99ced8
Mark 	Olfson	Olfson M	Psychiatry/Psychology	Columbia University, USA	New York State Psychiat Inst & Hosp, USA			aa81821f-f191-45b2-9708-57ba7f2e603d
Ann 	Olincy	Olincy A	Psychiatry/Psychology	Denver VA Med Ctr, USA	University of Colorado at Denver, USA			f5be9105-c7b4-4561-bcbf-ff10281f95f7
Johan 	Ormel	Ormel J	Psychiatry/Psychology	University of Groningen, Netherlands				98b224dc-a811-424d-aee9-50cdf0064db0
Michael J	Owen	Owen MJ	Psychiatry/Psychology	Cardiff University, UK				b36a412d-e0ae-45b7-9dfb-e5430a604027
Christos 	Pantelis	Pantelis C	Psychiatry/Psychology	Melbourne Hlth, Australia	University of Melbourne, Australia			da01d402-9a21-491f-bf6c-65e5864fa812
Diana O	Perkins	Perkins DO	Psychiatry/Psychology	University of North Carolina at Chapel Hill, USA				f01d2f58-5877-4015-94cd-7348bfc34e19
Lisa J	Phillips	Phillips LJ	Psychiatry/Psychology	University of Melbourne, Australia				21eb802a-a395-4fd1-84b1-f87dbab383ef
Daniel S	Pine	Pine DS	Psychiatry/Psychology	NIMH, USA				a8bb3698-f399-48de-a35e-1eb1cfd898fd
Jose A	Posada-Villa	Posada-Villa JA	Psychiatry/Psychology	Universidad Colegio Mayor de Cundinamarca, Colombia				9d39cce9-9b17-412e-a8ee-52f64c0fd79f
Richie 	Poulton	Poulton R	Psychiatry/Psychology	University of Otago, New Zealand		http://www.researcherid.com/rid/H-2795-2014	H-2795-2014	d41dcd32-a91a-447f-b108-e2f0f93af578
Kristopher J	Preacher	Preacher KJ	Psychiatry/Psychology	Vanderbilt University, USA				ac666124-f157-4caa-bbb9-be1450db72d5
A John	Rush	Rush AJ	Psychiatry/Psychology	Duke Natl Univ Singapore, Singapore				32554879-c62e-40e6-aa13-1bcac3334fdb
Gary S	Sachs	Sachs GS	Psychiatry/Psychology	Harvard University, USA				86b6ca8d-0015-45e1-b0cc-e910457a2d2e
Wilmar B	Schaufeli	Schaufeli WB	Psychiatry/Psychology	Utrecht University, Netherlands		http://www.researcherid.com/rid/B-9645-2013	B-9645-2013	a448c589-418f-4384-a163-1967c888a907
Larry J	Seidman	Seidman LJ	Psychiatry/Psychology	Harvard University, USA	Massachusetts Gen Hosp, USA			2689e1b3-33dd-447a-bcf9-a49e557b67a3
Murray B	Stein	Stein MB	Psychiatry/Psychology	University of California, San Diego, USA				8dfcd020-0fa3-4efb-aa58-03484c5ac044
Laurence 	Steinberg	Steinberg L	Psychiatry/Psychology	Temple University, USA	King Abdulaziz University, Saudi Arabia			253c53d3-a96e-49ec-8e3f-3e5ccef4315c
Frederick S	Stinson	Stinson FS	Psychiatry/Psychology	NIAAA, USA				da7f97a3-ad2f-4e22-8d0b-531a91470637
T Scott	Stroup	Stroup TS	Psychiatry/Psychology	Columbia University, USA				440c4482-d3e0-4dfb-94ab-e45e31a1983e
Trisha 	Suppes	Suppes T	Psychiatry/Psychology	Stanford University, USA	VA Palo Alto Hlth Care Syst, USA			97db3fac-c620-4e56-97eb-57f1b7863a31
Michael E	Thase	Thase ME	Psychiatry/Psychology	University of Pennsylvania, USA				07162146-8185-47fb-b798-c8c0f6cfdc0d
Mauricio 	Tohen	Tohen M	Psychiatry/Psychology	The University of New Mexico - Albuquerque, USA				ba08fb20-ae0a-4cc2-9656-e889ba36af45
Madhukar H	Trivedi	Trivedi MH	Psychiatry/Psychology	The University of Texas Southwestern Medical Center at Dallas, USA				6e6ca747-cc38-49f6-9141-f1551ecc1350
Jim 	Van Os	Van Os J	Psychiatry/Psychology	University of Maastricht (95%), Netherlands	King's College London (5%), UK			2e6249b9-7507-4e03-a682-54b2c6bf36cc
Eduard 	Vieta	Vieta E	Psychiatry/Psychology	University of Barcelona, Spain	Clinic Hospital, Spain; IDIBAPS, Spain; CIBERSAM, Spain			574bf0f1-77ee-467d-a225-cb1c11ffd15e
Ellen E	Walters	Walters EE	Psychiatry/Psychology	Harvard University, USA				8b2ca30b-7a39-42c4-9d5c-1f05c27cd8b4
Daniel R	Weinberger	Weinberger DR	Psychiatry/Psychology	NIMH, USA				379ca030-519f-4f03-81a1-8958f9973ec1
David R	Williams	Williams DR	Psychiatry/Psychology	Harvard University, USA				8eafc2c0-5f6d-482c-aef2-2c393c0b3fc6
Stephen R	Wisniewski	Wisniewski SR	Psychiatry/Psychology	University of Pittsburgh, USA				7d6a56fc-6025-4456-bf32-49eed7340dd3
Stephen J	Wood	Wood SJ	Psychiatry/Psychology	University of Birmingham, UK				5e0d4551-fa1c-4254-a012-db0cc07e2f8b
Scott W	Woods	Woods SW	Psychiatry/Psychology	Yale University, USA				70542ac3-3352-40f0-b755-db838828f000
Lakshmi N	Yatham	Yatham LN	Psychiatry/Psychology	University of British Columbia, Canada				f488a602-d636-417f-b79e-377e1fe0a5a6
Allan H	Young	Young AH	Psychiatry/Psychology	King's College London, UK				afe64a22-474b-4aa0-afd0-c339bf7fb84f
Alison R	Yung	Yung AR	Psychiatry/Psychology	The University of Manchester, UK	University of Melbourne, Australia			8d358061-c24a-4a71-b507-6b9c288d95a0
Alan M	Zaslavsky	Zaslavsky AM	Psychiatry/Psychology	Harvard University, USA				45682939-ab4e-491f-8826-d288e955b6d9
Nancy E	Adler	Adler NE	Social Sciences, general	University of California, San Francisco, USA				02d761eb-e579-4575-a23e-1843b6056ba9
Linda H	Aiken	Aiken LH	Social Sciences, general	University of Pennsylvania, USA				7542c361-3bc1-4a8e-850d-b8a2cd25f436
Neeraj K	Arora	Arora NK	Social Sciences, general	NCI, USA				188c688b-a328-451a-bcbc-66c40bb11ab9
Joan S	Ash	Ash JS	Social Sciences, general	Oregon Health and Science University, USA				4165d210-cf6a-4f50-9cb5-0db3e197f593
Laurence C	Baker	Baker LC	Social Sciences, general	Stanford University, USA				22c92265-3890-42cb-9262-b48ed727c865
David W	Bates	Bates DW	Social Sciences, general	Brigham & Womens Hosp, USA				3ec7ccab-5598-4c1f-8ecf-6dc2df6ae756
Lucian A	Bebchuk	Zimlichman E	Social Sciences, general	Harvard University, USA		http://www.researcherid.com/rid/H-2735-2014	H-2735-2014	4966eb8c-985d-4511-8ef8-00061f267f48
Ulrich 	Beck	Beck U	Social Sciences, general	London School of Economics and Political Science, UK	University of Munich, Germany			7c51f6d9-af1e-4504-8607-dc126c8963c5
Jozien M	Bensing	Bensing JM	Social Sciences, general	Utrecht University, Netherlands	Netherlands Institute for Health Services Research (NIVEL), Netherlands			fb3c263e-2dcb-4028-b118-6755b511833f
Donald M	Berwick	Berwick DM	Social Sciences, general	Inst Healthcare Improvement, USA	Harvard University, USA			2d3bff99-05ff-4cc3-a7d1-6353659c8902
David 	Blumenthal	Blumenthal D	Social Sciences, general	Commonwealth Fund, USA				056ba7fb-a0d9-411a-900e-e281ed2b8a1b
Lutz 	Bornmann	Bornmann L	Social Sciences, general	Max Planck Soc, Germany		http://www.researcherid.com/rid/A-3926-2008	A-3926-2008	c5177c61-1d4c-407e-b1c8-699ecefa0fba
Ron A	Boschma	Boschma R	Social Sciences, general	Lund University, Sweden	Utrecht University, Netherlands			e97bde4e-53e1-4b10-8649-d8cbec7f6a7b
Neil 	Brenner	Brenner N	Social Sciences, general	Harvard University, USA				a979e121-7761-49dc-a709-bee09261fe55
Kelly D	Brownell	Brownell KD	Social Sciences, general	Duke University, USA		http://www.researcherid.com/rid/H-3649-2014	H-3649-2014	42c787c7-cd80-4fb0-8423-febfbc5474b2
Ross C	Brownson	Brownson RC	Social Sciences, general	Washington University in St. Louis, USA				998807fd-46d9-46c6-a138-bf5169f90e22
Johannes 	Brug	Brug J	Social Sciences, general	VU University Amsterdam, Netherlands				8c9e8971-83c3-4f05-8b86-c844925b2b17
Lawrence P	Casalino	Casalino LP	Social Sciences, general	Cornell University, USA				f1284089-fe4d-47f5-a313-e8e495a3dd5c
Aaron 	Catlin	Catlin A	Social Sciences, general	Ctr Medicare & Medicaid Serv CMS, USA				f089e6fe-1e56-499f-b16d-cbbab05e3ad6
Matteo	Cesari	Cesari M	Social Sciences, general	Paul Sabatier University (Toulouse 3), France	University of Florida, USA	http://www.researcherid.com/rid/A-4649-2008	A-4649-2008	e81bc53f-ad1e-4858-9e31-321dfc007571
James E	Chapman	Chapman JE	Social Sciences, general	Urban Design 4 Health, Inc.				f02708d0-d098-45ec-b94e-1570b3949b9a
Michael E	Chernew	Chernew ME	Social Sciences, general	Harvard University, USA				041f92bd-75aa-451c-94da-70abd7a9fdb0
Sean P	Clarke	Clarke SP	Social Sciences, general	University of Pennsylvania, USA				bd64dad0-eca4-4c52-b929-da3f702de556
Lisa A	Cooper	Cooper LA	Social Sciences, general	Johns Hopkins Med Inst, USA	The Johns Hopkins University, USA			18ba41d3-705b-4317-9324-84c49f7a0053
Cathy A	Cowan	Cowan CA	Social Sciences, general	CMS, USA				0ab9de31-ff6b-4a5c-bafe-d63b4c53bae8
Eileen M	Crimmins	Crimmins EM	Social Sciences, general	University of Southern California, USA				99714480-d220-4108-9870-f6f3eece5015
Greta G	Cummings	Cummings GG	Social Sciences, general	University of Alberta, Canada		http://www.researcherid.com/rid/B-4121-2009	B-4121-2009	8dba1a4e-efd8-4551-9e6a-b13dbdae6a9c
David M	Cutler	Cutler DM	Social Sciences, general	Harvard University, USA				314f7c86-a025-4230-ba5e-e17246d86d0c
Hans-Dieter 	Daniel	Daniel HD	Social Sciences, general	Swiss Federal Institute of Technology Zurich, Switzerland		http://www.researcherid.com/rid/A-2419-2013	A-2419-2013	1e9475ab-e3b2-4f3b-aa6d-577e02cc48ec
Ayhan 	Demirbas	Demirbas A	Social Sciences, general	King Abdulaziz University, Saudi Arabia				d7a722dc-ffe9-401f-a961-d16daddbfa60
Muhammed Fatih	Demirbas	Demirbas M	Social Sciences, general	Sila Sci, Turkey				94ad9905-fca8-46ae-abfe-2ee3ffff48ea
Francesco 	D'Errico	D'Errico F	Social Sciences, general	University of Bordeaux, France	University of Bergen, Norway			e832eddd-4981-4ddf-876e-a6ed6c310baf
Michelle M	Doty	Doty MM	Social Sciences, general	Knowledge Network, USA				828e3015-c69f-4778-aa1c-fddfd04ee202
James N	Druckman	Druckman JN	Social Sciences, general	Northwestern University, USA				4e576a4b-07ad-4099-bcf3-1653b1b5b9b4
Rokus Awe	Due	Due RA	Social Sciences, general	Indonesian Ctr Archaeol, Indonesia				0fb2c66c-cba0-490b-b0e2-9f38802efdd3
Martin P	Eccles	Eccles MP	Social Sciences, general	Newcastle University, UK				3d327b35-0f47-42b6-8424-52ee1c9a1823
Leo 	Egghe	Egghe L	Social Sciences, general	University of Hasselt, Belgium	University of Antwerp, Belgium			c7a20fc0-0014-4c4c-9ced-ce534a87e5a7
Marc N	Elliott	Elliott MN	Social Sciences, general	RAND Corp, USA				d40b39d5-a80d-400e-8262-829dbfe1701d
Kristine E	Ensrud	Ensrud KE	Social Sciences, general	University of Minnesota, Twin Cities, USA	Vet Affairs Med Ctr, USA			97209670-1ae0-43ad-b3a2-6a4aceb3403b
Ronald M	Epstein	Epstein RM	Social Sciences, general	University of Rochester, USA				70569975-2a5e-4d94-a487-70d00a95dbb1
Carole A	Estabrooks	Estabrooks CA	Social Sciences, general	University of Alberta, Canada				cf8c166b-22bf-427f-8314-7af39b6519c4
Angela 	Fagerlin	Fagerlin A	Social Sciences, general	University of Michigan - Ann Arbor, USA				738c1e66-b87d-413b-a817-50dfbb2e317d
Luigi 	Ferrucci	Ferrucci L	Social Sciences, general	NIA, USA				0240666b-02b7-4c40-8567-3f645b72262f
Lawrence B	Finer	Finer LB	Social Sciences, general	Alan Guttmacher Inst, USA				3ac1ada9-709a-4ff1-92db-efae8732c23d
David 	Finkelhor	Finkelhor D	Social Sciences, general	University of New Hampshire - Durham, USA				e8da7b50-9791-4e57-847e-f68daf4d54c6
Kevin 	Fiscella	Fiscella K	Social Sciences, general	University of Rochester, USA				d8cb64bc-74d0-4479-84ab-a665b3033ff4
Elliott S	Fisher	Fisher ES	Social Sciences, general	Ctr Healthcare Res, USA	Dartmouth College, USA; Inst Hlth Policy & Clin Practice, USA			13f0c8d8-dad4-419a-9a9c-6e4b53f2d763
Lawrence Douglas	Frank	Frank LD	Social Sciences, general	University of British Columbia, Canada	Urban Design 4 Hlth Inc, USA			4e4315dd-ada0-4a2b-859d-9830ededf932
Peter 	Franks	Franks P	Social Sciences, general	University of California, Davis, USA				e76a4757-941d-4463-a0b8-179c17810aab
Linda P	Fried	Fried LP	Social Sciences, general	Columbia University, USA	The Johns Hopkins University, USA			85833cee-9ff9-4cd1-9007-27c504616fa9
Lynn S	Fuchs	Fuchs LS	Social Sciences, general	Vanderbilt University, USA				e2613f6e-999f-4642-9ea3-c7e69a062ae5
Tejal K	Gandhi	Gandhi TK	Social Sciences, general	Harvard University, USA	Partners Healthcare, USA			41f4db2c-2feb-4ddc-8b93-5550ad0b2c45
William A	Ghali	Ghali WA	Social Sciences, general	The University of Calgary, Canada				4c22da83-a266-448c-a710-2b11fcf0ec93
Billie 	Giles-Corti	Giles-Corti B	Social Sciences, general	University of Melbourne, Australia				13df28c9-dae6-46c4-92f0-2f5b27c83767
Christopher 	Gillberg	Gillberg C	Social Sciences, general	University of Gothenburg, Sweden				b904b565-9064-4952-b9c5-e6f27953d26b
Wolfgang 	Glanzel	Glanzel W	Social Sciences, general	KU Leuven, Belgium		http://www.researcherid.com/rid/A-6280-2008	A-6280-2008	633b74a6-19bf-4b53-8e6a-d624190434f5
Russell E	Glasgow	Glasgow RE	Social Sciences, general	NCI, USA				c4f4a9d9-c698-4644-aa74-15b92b0eb621
Kristian Skrede	Gleditsch	Gleditsch KS	Social Sciences, general	University of Essex, UK	PRIO, Norway	http://www.researcherid.com/rid/C-7070-2008	C-7070-2008	a7f9a33b-f82e-4d61-af70-b41e44b3834c
Charles H	Goldsmith	Goldsmith CH	Social Sciences, general	McMaster University, Canada				d4a0ae76-a8d3-48d4-9824-a6fc1d5010ff
Trisha 	Greenhalgh	Greenhalgh T	Social Sciences, general	Queen Mary, U. of London, UK				a431873e-d767-4a8b-b537-c0552343d79a
Andrew E	Grulich	Grulich AE	Social Sciences, general	University of New South Wales, Australia				1f0b8fea-ea15-4815-87ce-d61378c7e601
Philipp 	Gunz	Gunz P	Social Sciences, general	Max Planck Inst Evolutionary Anthropol, Germany		http://www.researcherid.com/rid/C-7748-2009	C-7748-2009	1ec37dc5-a865-43b6-914f-222a37f63b39
Jack M	Guralnik	Guralnik JM	Social Sciences, general	University of Maryland, Baltimore, USA				2d6dc40d-fa5e-4201-98be-1d8f8af6a786
Mark A	Hall	Hall MA	Social Sciences, general	Wake Forest University, USA				9c4f6b4d-664d-4681-b312-5d76c57bd774
Tamara B	Harris	Harris TB	Social Sciences, general	NIA, USA				1bfd7ce4-af6f-4b17-a1d5-99248553f9f0
Gill 	Harvey	Harvey G	Social Sciences, general	The University of Manchester, UK	The University of Adelaide, Australia			1e34dece-02eb-4a4a-9cbf-dd63eb70d599
Christopher Stuart	Henshilwood	Henshilwood C	Social Sciences, general	University of Bergen, Norway	University of the Witwatersrand, South Africa			ee7a4a2c-73e9-4681-97a6-6e5c4a54706b
Judith H	Hibbard	Hibbard JH	Social Sciences, general	University of Oregon, USA				06451ef4-c4c7-4a5b-ad0b-7630a8af2968
Tom F G	Higham	Higham TF	Social Sciences, general	University of Oxford, UK				37b958f5-0807-41a4-86c9-ef8513e06ba6
Liesbet 	Hooghe	Hooghe L	Social Sciences, general	University of North Carolina at Chapel Hill, USA	VU University Amsterdam, Netherlands			0044b0e4-f157-43a8-a6d5-533c28dfbba3
Jean-Jacques 	Hublin	Hublin JJ	Social Sciences, general	Max Planck Inst Evolutionary Anthropol, Germany				da1cd7a9-9fe3-4c92-a01c-2752406fd781
Sharon K	Inouye	Inouye SK	Social Sciences, general	Harvard University, USA	Hebrew SeniorLife, USA			030bb930-0756-49e7-8018-fbee90276f55
Zenobia 	Jacobs	Jacobs Z	Social Sciences, general	University of Wollongong, Australia				e8afab3f-4f42-47b3-8b11-91cf6661e7ed
Ian 	Janssen	Janssen I	Social Sciences, general	Queen's University, Canada				45583021-5d34-4f37-8def-943d926e53dc
 	Jatmiko	Jatmiko 	Social Sciences, general	Indonesian Ctr Archaeol, Indonesia				109f3d98-e45b-4266-8a40-40c51857a1e8
Rachel K	Jewkes	Jewkes RK	Social Sciences, general	University of the Witwatersrand, South Africa				9bb51536-6bd2-4f1c-853b-e45d19661aa8
Ashish K	Jha	Jha AK	Social Sciences, general	Harvard University, USA				4d86bbf3-dd4b-423c-b40f-a116ffffbd48
Jacqueline 	Kerr	Kerr J	Social Sciences, general	University of California, San Diego, USA				91b8824b-37bf-4be0-8770-5e2a650d7163
Timothy J	Key	Key TJ	Social Sciences, general	University of Oxford, UK				d1d826d7-ec57-4a3d-acb2-38761fe1cbfc
Dan K	Kiely	Kiely DK	Social Sciences, general	Hebrew SeniorLife, USA				5499e563-90b4-48c2-a53b-f83ad6e9a3e0
Gary 	King	King G	Social Sciences, general	Harvard University, USA				15aa2e41-20ef-4f47-9b5f-baacb37402b8
Alison L	Kitson	Kitson AL	Social Sciences, general	The University of Adelaide, Australia				c1b880da-172b-4b72-8703-300c4b6db618
Carrie N	Klabunde	Klabunde CN	Social Sciences, general	NCI, USA				a2286c4d-46b0-4904-8be0-8c5aa3e3a677
Richard L	Kravitz	Kravitz RL	Social Sciences, general	University of California, Davis, USA				f3ed64f5-0229-429c-9937-768ac53c2d68
Matthew W	Kreuter	Kreuter MW	Social Sciences, general	Siteman Canc Ctr, USA	Washington University in St. Louis, USA			0659b082-4c57-45f3-8e04-1a1d13b2b0f0
Stephen B	Kritchevsky	Kritchevsky SB	Social Sciences, general	Wake Forest University, USA				e21f4ded-632e-400f-bf8a-43b9e920d80c
Gilad J	Kuperman	Kuperman GJ	Social Sciences, general	Columbia University, USA				243c635c-2433-423c-86c3-cfedd73fe4c5
Bruce E	Landon	Landon BE	Social Sciences, general	Harvard University, USA				1cc825a9-89ba-4d2e-a78c-757d2e41a5bf
Eric B	Larson	Larson EB	Social Sciences, general	Grp Hlth Cooperat Puget Sound, USA	University of Washington, USA			487e2efb-2026-4114-a58a-0d3d728cf8ed
Loet 	Leydesdorff	Leydesdorff L	Social Sciences, general	University of Amsterdam, Netherlands		http://www.researcherid.com/rid/E-2903-2010	E-2903-2010	95f98aeb-cd0c-4286-b920-625fc0849297
Stephen R	Lord	Lord SR	Social Sciences, general	University of New South Wales, Australia				75b289cb-2aa3-4f96-a974-b14bbe3d7abe
John 	Lynch	Lynch J	Social Sciences, general	The University of Adelaide, Australia		http://www.researcherid.com/rid/A-4797-2008	A-4797-2008	4786b64c-4c11-44e4-9193-21883b43547d
Sally 	Macintyre	Macintyre S	Social Sciences, general	MRC Social & Publ Hlth Sci Unit, UK				9be28bf0-1141-487f-8a5c-427a940436e2
Anders 	Malmberg	Malmberg A	Social Sciences, general	Uppsala University, Sweden				7caed48d-eb50-4b56-bf24-7aaf9a7ae6bd
Gary 	Marks	Marks G	Social Sciences, general	VU University Amsterdam, Netherlands	University of North Carolina at Chapel Hill, USA			6f57566b-2443-444b-a796-150e9d31876e
Michael G	Marmot	Marmot MG	Social Sciences, general	University College London, UK				d3cd3d28-0807-4600-acb1-28fd6efc289c
Peter 	Maskell	Maskell PD	Social Sciences, general	Copenhagen Business School, Denmark		http://www.researcherid.com/rid/H-3648-2014	H-3648-2014	8e8273d9-19b6-41a7-81d8-4778c943a45f
Johnny L	Matson	Matson JL	Social Sciences, general	Louisiana State University - Baton Rouge, USA		http://www.researcherid.com/rid/B-1284-2013	B-1284-2013	c806c275-9ed4-4462-902c-3dd7b52e02ff
Mark P	Mattson	Mattson MP	Social Sciences, general	NIA, USA				0c040b29-3ebf-4a7f-bf47-0dd88a2481e7
Brendan 	McCormack	McCormack B	Social Sciences, general	University of Ulster, Ireland				ad0baf63-2bf8-47e0-a80c-c560cd132255
Sara S	McLanahan	McLanahan SS	Social Sciences, general	Princeton University, USA				4fdbedbc-3c75-4fbc-b380-76d39dc4716c
Franklin G	Miller	Miller FG	Social Sciences, general	NIH, USA				01082b20-d917-41c0-8319-9bfa1d0de1e5
James 	Moody	Moody J	Social Sciences, general	Duke University, USA	King Abdulaziz University, Saudi Arabia	http://www.researcherid.com/rid/E-2888-2014	E-2888-2014	8653ab4d-6fe9-45a1-9a56-d03afdbecd61
Jeffrey D	Morenoff	Morenoff JD	Social Sciences, general	University of Michigan - Ann Arbor, USA				b435a183-ed33-4cb6-9678-3006b79e2d64
R Sean	Morrison	Morrison RS	Social Sciences, general	Icahn School of Medicine at Mount Sinai, USA				cb594159-c6ba-4731-8d2e-7763ef9cd1b2
Michael J	Morwood	Morwood MJ	Social Sciences, general	University of New England, Australia	University of Wollongong, Australia			ed50de0d-a2a0-4173-a3de-c43c5ead7c60
Dianne 	Neumark-Sztainer	Neumark-Sztainer D	Social Sciences, general	University of Minnesota, Twin Cities, USA				3c248df4-b6a0-4ad6-acfe-72257cdebc9b
Michael C	Nevitt	Nevitt MC	Social Sciences, general	University of California, San Francisco, USA				c1a58419-bf6b-483b-bc70-c05651222753
Anne B	Newman	Newman AB	Social Sciences, general	University of Pittsburgh, USA				50b4da09-cf37-4135-af09-079e18d7bffe
Seth M	Noar	Noar SM	Social Sciences, general	University of North Carolina at Chapel Hill, USA				d8d551f5-32db-4f4a-a397-d15d2f6766f0
Robin 	Osborn	Osborn R	Social Sciences, general	Commonwealth Fund, USA				27631603-2219-4fb1-b0b6-d0e7c7be34de
Jonathan 	Osborne	Osborne J	Social Sciences, general	Stanford University, USA				221363a8-a0e4-463d-adbd-1eabad7812f2
Fulya 	Oztas	Oztas F	Social Sciences, general	Selcuk University, Turkey				93aaa72c-b02a-46de-897f-38cf5a229fb2
Devah 	Pager	Pager D	Social Sciences, general	Harvard University, USA				ebc8deec-53f4-4144-ae3d-c38521bdc252
Marco 	Pahor	Pahor M	Social Sciences, general	University of Florida, USA				7ab2e6ca-0426-4956-aede-ebe06d63d040
Jamie 	Peck	Peck JN	Social Sciences, general	University of British Columbia, Canada		http://www.researcherid.com/rid/A-9072-2009	A-9072-2009	8fd6da9b-ee2c-4b61-acf0-dd406ddd2eae
Petra H M	Peeters	Peeters PH	Social Sciences, general	Univ Med Ctr Utrecht, Netherlands	Imperial College London, UK			1b88373f-8b96-4a6b-b246-a1e1f8e3d710
Brenda W J H	Penninx	Penninx BW	Social Sciences, general	VU University Amsterdam, Netherlands				6d68d3a2-7049-41be-a0de-a4889d886373
Subashan 	Perera	Perera S	Social Sciences, general	University of Pittsburgh, USA				472f5261-92a7-4891-8110-abe0f440cb30
Robert C	Pianta	Pianta RC	Social Sciences, general	University of Virginia, USA				17318a89-5ab9-41b7-8cef-c4649791f7c0
Wouter 	Poortinga	Poortinga W	Social Sciences, general	Cardiff University, UK				3acb0530-f3e3-40ad-acef-2fbf2c729009
Barry M	Popkin	Popkin BM	Social Sciences, general	University of North Carolina at Chapel Hill, USA				b17f5bb4-ff86-4d63-bb5d-256151262d5c
Hude D	Quan	Quan H	Social Sciences, general	The University of Calgary, Canada				0b9db16c-7175-4ad0-90c2-0ba3a781f112
Ismael 	Rafols	Rafols I	Social Sciences, general	Polytechnic University of Valencia , Spain	University of Sussex, UK			8ff8fafa-8ad3-416e-9f7f-4ca373a74c08
Juergen 	Rehm	Rehm J	Social Sciences, general	University of Toronto, Canada	Dresden University of Technology, Germany			990db3f4-4c9f-4e10-aabf-1dc1ac4922ce
Brian J	Reiser	Reiser B	Social Sciences, general	Northwestern University, USA				fcabf154-a10c-4c1b-ade5-03e5ea129e61
Gerald F	Riley	Riley GF	Social Sciences, general	Ctr Medicaid Serv, USA				23f105d7-6740-4991-8c40-60df1239eb9a
Richard G	Roberts	Roberts RG	Social Sciences, general	University of Wollongong, Australia				9bb32a0a-7c10-418a-b81c-975c3d7c5616
Patrick S	Romano	Romano PS	Social Sciences, general	University of California, Davis, USA				8b3ccb5e-53ac-4e08-b071-bf03d9735dc6
Angelika Schaffrath	Rosario	Rosario AS	Social Sciences, general	Robert Koch Inst, Germany				f1a2c9fe-cdd7-4b4b-a464-c6cb15ce524b
Ronald 	Rousseau	Rousseau R	Social Sciences, general	KU Leuven, Belgium	University of Antwerp, Belgium			dd783e77-cf07-473d-b09e-b738af2cc999
Jo 	Rycroft-Malone	Rycroft-Malone J	Social Sciences, general	Bangor University, UK				5c98383d-935b-4cd1-ac2b-a6e208ea737f
Brian E	Saelens	Saelens BE	Social Sciences, general	Childrens Hosp & Reg Med Ctr, USA	University of Washington, USA			d09179f0-bcce-4c5a-b891-8cc2aca8b70b
Rahman 	Saidur	Saidur R	Social Sciences, general	University of Malaya, Malaysia				8cab9f9a-d82c-4564-92dc-08b0d2a44b40
James F	Sallis	Sallis JF	Social Sciences, general	University of California, San Diego, USA	San Diego State University, USA			4474ea37-3bc3-467d-bb45-6d591df46500
Robert J	Sampson	Sampson RJ	Social Sciences, general	Harvard University, USA				70ce2ac9-546b-45d0-9f4b-0163888f4098
E Wayhu	Saptomo	Saptomo EW	Social Sciences, general	Indonesian Ctr Archaeol, Indonesia				21a76379-9456-4f03-b3f5-4b13b855d322
Cathy 	Schoen	Schoen C	Social Sciences, general	Commonwealth Fund, USA				cd82ce32-a00a-4baf-a2ed-aa0d74662156
Kate 	Seers	Seers K	Social Sciences, general	University of Warwick, UK				2f2fa8aa-c070-479b-a6c1-df43931f8669
Leiyu 	Shi	Shi L	Social Sciences, general	The Johns Hopkins University, USA				b9c50aec-4db0-4e4c-ba29-98576c7e8deb
Eleanor M	Simonsick	Simonsick EM	Social Sciences, general	NIA, USA				74b67df5-cf5e-4166-b6b9-6378deae8737
D Dwayne	Simpson	Simpson DD	Social Sciences, general	Texas Christian University, USA				63c983e3-f316-4e04-bce0-2f72782dfafd
Douglas M	Sloane	Sloane DM	Social Sciences, general	University of Pennsylvania, USA				3ae25d9a-e587-48a2-8686-b62cf08aad75
George Davey	Smith	Smith GD	Social Sciences, general	University of Bristol, UK				b878424a-b9b8-4d91-a7bf-5a728fcc7d0f
Tom A B	Snijders	Snijders TA	Social Sciences, general	University of Oxford, UK	University of Groningen, Netherlands			0edd0e71-7a05-40fd-9a18-3854d19aa242
Michael C	Sokol	Sokol MC	Social Sciences, general	Merck & Co Inc, USA				ddd49d76-953c-424b-b780-08764037fbba
Elizabeth A	Spencer	Spencer EA	Social Sciences, general	University of Oxford, UK				9425a684-04b0-4319-9393-cce7ac5397de
Barbara	Starfield	Starfield B	Social Sciences, general	The Johns Hopkins University, USA				d43be62a-1699-4428-9a0b-c7ffe0925f87
Linda 	Steg	Steg L	Social Sciences, general	University of Groningen, Netherlands				1f346990-b5a4-43e1-ba98-3d9a6879ddb7
Michael 	Storper	Storper M	Social Sciences, general	London School of Economics and Political Science, UK	University of California, Los Angeles, USA			9f70e9d7-5500-4806-97f1-a55e2af23af2
Mary 	Story	Story M	Social Sciences, general	Duke University, USA				9e76a862-14fb-479b-ac86-4fc6fd70940e
Chris 	Stringer	Stringer C	Social Sciences, general	Nat Hist Museum London, UK				c3c6f138-d8e6-4b2c-8c7a-07f6e40321ce
